id,listing_url,last_scraped,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,cluster,centroid_group_recognized,centroid_group_change_pct_listings,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
3309941,https://www.airbnb.com/rooms/3309941,2020-08-31,*Prime Location* in the heart of Fenway w/WiFi,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,"Boston, Massachusetts, United States",Fenway,,42.34411,-71.1013,Entire place,Entire home/apt,5,2.0,3.0,229.0,29,1125,29.0,t,29,59,89,172,28,Missing,f,Mike,9419684.0,No license claimed,,,,,,No license claimed,No license claimed,,2-2,True,0.5862068965517241,153.32705800805832,2-2-0,52.560688757415754,#FF9800,True
3903324,https://www.airbnb.com/rooms/3903324,2020-08-31,Amazing location - walk to Fenway Park!,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,"Boston, Massachusetts, United States",Fenway,,42.34411,-71.1013,Entire place,Entire home/apt,3,1.0,1.0,169.0,29,1125,29.0,t,0,0,0,273,8,Missing,f,Mike,9419684.0,No license claimed,,,,,,No license claimed,No license claimed,,2-2,True,0.5862068965517241,153.32705800805832,2-2-0,52.560688757415754,#FF9800,True
5834413,https://www.airbnb.com/rooms/5834413,2020-08-31,"""Luxury 2BR in Boston/Fenway- with great amenities",CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Fenway,,42.3445,-71.10204,Entire apartment,Entire home/apt,5,2.0,3.0,899.0,28,1125,28.0,t,21,33,63,83,4,Missing,f,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,2-2,True,0.5862068965517241,298.1252642258558,2-2-0,198.7732096558249,#FF9800,True
6356533,https://www.airbnb.com/rooms/6356533,2020-08-31,Super location in Fenway - washer/dryer & WIFI,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,"Boston, Massachusetts, United States",Fenway,,42.34429,-71.10089,Entire place,Entire home/apt,5,2.0,3.0,229.0,29,1125,29.0,t,30,60,90,358,33,Missing,f,Mike,9419684.0,No license claimed,,,,,,No license claimed,No license claimed,,2-2,True,0.5862068965517241,54.77367214198053,2-2-0,171.72617712020082,#FF9800,True
8081935,https://www.airbnb.com/rooms/8081935,2020-08-31,Fenway Park | Spacious 1BR | Free WiFi & Work Desk,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Fenway,,42.3447,-71.10115,Entire apartment,Entire home/apt,3,1.0,2.0,849.0,28,1125,28.0,t,0,0,0,0,0,Missing,f,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,2-2,True,0.5862068965517241,111.76988229181416,2-2-0,224.8360176797399,#FF9800,True
8097453,https://www.airbnb.com/rooms/8097453,2020-08-31,Fenway 1BR | Work from Home | Close to Hospitals,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Fenway,,42.34387,-71.10226999999998,Entire apartment,Entire home/apt,3,1.0,2.0,849.0,28,1125,28.0,t,1,1,1,185,1,Missing,f,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,2-2,True,0.5862068965517241,414.2810427871924,2-2-0,232.05966094700545,#FF9800,True
10241577,https://www.airbnb.com/rooms/10241577,2020-08-31,Fenway 1BR |Work Desk & WiFi |near Longwood Med,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Fenway,,42.34388,-71.10161,Entire apartment,Entire home/apt,3,1.0,2.0,849.0,28,1125,28.0,t,1,1,1,185,2,Missing,f,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,2-2,True,0.5862068965517241,271.5297841985466,2-2-0,99.13334064412926,#FF9800,True
22260527,https://www.airbnb.com/rooms/22260527,2020-08-31,Your home away from home in the heart of Fenway,CorpGroup2,https://www.airbnb.com/users/show/9419684,Churchill,"Boston, Massachusetts, United States",Fenway,,42.34439,-71.10094000000002,Entire place,Entire home/apt,3,1.0,2.0,169.0,29,1125,29.0,t,30,60,90,365,2,Missing,f,Mike,9419684.0,No license claimed,,,,,,No license claimed,No license claimed,,2-2,True,0.5862068965517241,16.58915169789467,2-2-0,175.11580185173491,#FF9800,True
22648759,https://www.airbnb.com/rooms/22648759,2020-08-31,Spacious 1BR |Full Kitchen/Wi-Fi |Fenway Hospitals,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Fenway,,42.34413,-71.1015,Entire apartment,Entire home/apt,3,1.0,2.0,849.0,28,1125,28.0,t,1,1,1,185,0,Missing,f,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,2-2,True,0.5862068965517241,187.77971068583463,2-2-0,3.61459346130577,#FF9800,True
22651826,https://www.airbnb.com/rooms/22651826,2020-08-31,Private 1BR | Full Kitchen|Fenway Boston Hospitals,CorpGroup2,https://www.airbnb.com/users/show/30283594,Churchill,"Boston, Massachusetts, United States",Fenway,,42.34406,-71.102,Entire apartment,Entire home/apt,3,1.0,2.0,849.0,28,1125,28.0,t,1,1,1,185,1,Missing,f,Global Luxury Suites,30283594.0,No license claimed,,,,,,No license claimed,No license claimed,,2-2,True,0.5862068965517241,317.4029063740352,2-2-0,140.48455427404622,#FF9800,True
