id,listing_url,last_scraped,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,cluster,centroid_group_recognized,centroid_group_change_pct_listings,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
276450,https://www.airbnb.com/rooms/276450,2020-08-31,19th Century Luxury | South End | 1BR 1BA #3,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Roxbury,,42.33821,-71.07978,Entire apartment,Entire home/apt,4,1.0,1.0,113.0,30,1125,30.0,t,5,5,5,170,93,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,3-5,True,0.0,306.2929466324875,,,#FF9800,
349347,https://www.airbnb.com/rooms/349347,2020-08-31,Experience Past|Enjoy Present|South End 1BR 1BA #2,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Roxbury,,42.33824,-71.08171,Entire bed and breakfast,Entire home/apt,2,1.0,1.0,107.0,30,365,29.0,t,1,11,12,79,111,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,3-5,True,0.0,220.70024968707668,,,#FF9800,
658029,https://www.airbnb.com/rooms/658029,2020-08-31,Trendy Fun Spot|Historic South End | 1BR 1BA #1,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Roxbury,,42.33922000000001,-71.08140999999998,Entire apartment,Entire home/apt,4,1.0,1.0,113.0,30,1125,30.0,t,0,0,0,151,117,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,3-5,True,0.0,353.57309660185524,,,#FF9800,
2372987,https://www.airbnb.com/rooms/2372987,2020-08-31,Modern South End Pied a Terre | 1BR 1BA,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",South End,,42.33671,-71.07545999999998,Entire bed and breakfast,Entire home/apt,2,1.0,1.0,144.0,28,365,28.0,t,0,0,0,16,88,416007,f,Thatch,814298.0,Expired/Void/Revoked,Void,,Home Share Unit,1.0,,Expired/Void/Revoked,Void,,,,,,,,#FF5722,
5717690,https://www.airbnb.com/rooms/5717690,2020-08-31,City Views|19th Cent. Past on Tremont| 1BR 1BA #5,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Roxbury,,42.33988,-71.08159,Entire apartment,Entire home/apt,4,1.0,1.0,113.0,30,1125,30.0,t,0,0,0,91,79,STRLH/STRBB,f,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,,,,,,,#9E9E9E,
6685682,https://www.airbnb.com/rooms/6685682,2020-08-31,Vintage Brownstone on Newbury|1 BR 1BA #3,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.34809,-71.08559,Entire apartment,Entire home/apt,4,1.0,2.0,101.0,2,365,2.0,t,2,2,2,132,95,STRLH/STRBB,t,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-4,True,0.2,401.10111532417113,,,#9E9E9E,
7633883,https://www.airbnb.com/rooms/7633883,2020-08-31,Beacon Hill Duplex on Charles|3 BR 2BA,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Beacon Hill,,42.35738,-71.07135,Entire apartment,Entire home/apt,7,3.0,3.0,310.0,2,365,2.0,t,20,41,43,43,92,STRLH/STRBB,t,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-9,True,0.0,122.45071169891352,,,#9E9E9E,
7933149,https://www.airbnb.com/rooms/7933149,2020-09-01,WB Quarters™ by STRB|Hangout|Priv. Room|Shared BA,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",South Boston,,42.34305,-71.05566999999998,Entire bed and breakfast,Entire home/apt,2,1.0,1.0,121.0,28,365,28.0,t,0,26,56,239,25,STRLH/STRBB,f,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-1,True,0.0,308.0655917449203,3-1-0,97.59728112266191,#9E9E9E,True
13585624,https://www.airbnb.com/rooms/13585624,2020-08-31,Tree-lined Charlestown|Historic|2BR 1BA,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Charlestown,,42.375,-71.05778000000002,Entire apartment,Entire home/apt,4,2.0,2.0,249.0,91,1125,91.0,t,0,0,0,242,40,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,,,,,,,#FF9800,
15172518,https://www.airbnb.com/rooms/15172518,2020-09-01,Spacious | Cozy | Brownstone on Comm | 1BR 1 BA #1,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.35024,-71.09083000000003,Entire apartment,Entire home/apt,4,1.0,1.0,149.0,28,1124,28.0,t,0,0,0,151,52,STRES,f,Thatch,814298.0,Exempt (not verified),,,Exempt: Executive Suite,,,Exempt (not verified),Exempt (not verified): Executive Suite,,,,,,,,#9E9E9E,
15173160,https://www.airbnb.com/rooms/15173160,2020-08-31,Generous Brownstone on Commonwealth|3BR 1BA #3,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.34874,-71.09068,Entire apartment,Entire home/apt,6,3.0,3.0,172.0,29,365,29.0,t,0,0,0,1,78,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,3-7,True,0.0,353.95959951771766,,,#FF9800,
15173640,https://www.airbnb.com/rooms/15173640,2020-08-31,Calm & Cool|Historic Back Bay Studio Spot,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.34976,-71.09073000000002,Entire apartment,Entire home/apt,4,1.0,1.0,140.0,28,1124,28.0,t,0,0,1,152,50,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,3-7,True,0.0,25.97721075422864,,,#FF9800,
15174147,https://www.airbnb.com/rooms/15174147,2020-08-31,On Comm. Mall|Historic Back Bay Brownstone|Studio,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.35007,-71.0908,Entire apartment,Entire home/apt,4,1.0,1.0,140.0,28,1124,28.0,t,1,1,2,154,52,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,3-7,True,0.0,132.1149517623894,,,#FF9800,
15174895,https://www.airbnb.com/rooms/15174895,2020-08-31,Garden Level on Comm|Architectural Beauty|1BR 1BA,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.35026,-71.09097,Entire apartment,Entire home/apt,4,1.0,1.0,146.0,28,1124,28.0,t,2,32,34,185,49,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,3-7,True,0.0,206.83356536401402,,,#FF9800,
15581890,https://www.airbnb.com/rooms/15581890,2020-08-31,Lovely Brownstone on Commonwealth|3 BR 1BA #2,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.34843,-71.08859,Entire apartment,Entire home/apt,6,3.0,3.0,175.0,30,1124,30.0,t,0,0,0,0,89,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,,,,,,,#FF9800,
17508585,https://www.airbnb.com/rooms/17508585,2020-09-01,Trendy Neighborhood Southie Pad| Studio 1BR 1BA #7,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,,South Boston,,42.33479000000001,-71.0435,Entire apartment,Entire home/apt,2,,1.0,102.0,28,365,28.0,t,0,30,60,243,2,STRLH/STRBB,f,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,,,,,,,#9E9E9E,
19050865,https://www.airbnb.com/rooms/19050865,2020-08-31,Brownstone|Contemporary Newbury Place|1BR 1BA #6,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.34959,-71.08493,Entire apartment,Entire home/apt,4,1.0,1.0,76.0,2,365,2.0,t,25,54,81,204,70,STRLH/STRBB,t,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-4,True,0.2,180.9050616075486,,,#9E9E9E,
19051657,https://www.airbnb.com/rooms/19051657,2020-09-01,Charming Quaint|Heart of Back Bay|1BR 1BA #5,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.34916,-71.08484,Entire apartment,Entire home/apt,4,1.0,1.0,76.0,2,365,2.0,t,0,0,0,0,53,STRLH/STRBB,t,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-4,True,0.2,118.42431063404702,,,#9E9E9E,
19052102,https://www.airbnb.com/rooms/19052102,2020-08-31,Brownstone|Shopping & Food on Newbury|1BR 1BA #4,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.3491,-71.08561,Entire apartment,Entire home/apt,4,1.0,1.0,80.0,2,365,2.0,t,0,18,48,171,50,STRLH/STRBB,t,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-4,True,0.2,92.91646815413809,,,#9E9E9E,
19065795,https://www.airbnb.com/rooms/19065795,2020-08-31,Modern Upscale Newbury Street | 1BR 1 BA #1,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Back Bay,,42.34989,-71.08542,Entire apartment,Entire home/apt,4,1.0,2.0,99.0,2,365,2.0,t,6,6,6,147,68,STRLH/STRBB,t,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-4,True,0.2,266.6293348567397,,,#9E9E9E,
19065830,https://www.airbnb.com/rooms/19065830,2020-08-31,Trendy Flat|Bright + Light Southie| 1BR 1BA #201,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",South Boston,,42.34373,-71.0573,Entire bed and breakfast,Entire home/apt,4,1.0,1.0,200.0,28,365,28.0,t,0,1,1,255,69,STRLH/STRBB,f,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-1,True,0.0,437.58119628243014,,,#9E9E9E,True
19081087,https://www.airbnb.com/rooms/19081087,2020-08-31,So Central|Trendy Apt. in Southie 1BR 1BA #301,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",South Boston,,42.34224,-71.05716,Entire bed and breakfast,Entire home/apt,4,1.0,1.0,205.0,28,365,28.0,t,0,0,1,276,76,STRLH/STRBB,f,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-1,True,0.0,196.119899711436,,,#9E9E9E,True
19081593,https://www.airbnb.com/rooms/19081593,2020-09-01,Southie Chill Spot|1 BR 1BA #401,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",South Boston,,42.34167,-71.0562,Entire bed and breakfast,Entire home/apt,4,1.0,1.0,200.0,28,365,28.0,t,0,11,22,297,47,STRLH/STRBB,f,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-1,True,0.0,370.37694391811544,,,#9E9E9E,True
19138622,https://www.airbnb.com/rooms/19138622,2020-08-31,19th Century Rehab |City Views|So End 1BD 1BA #4,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Roxbury,,42.3381,-71.08114,Entire apartment,Entire home/apt,4,1.0,1.0,113.0,30,1125,30.0,t,1,7,8,149,61,Missing,f,Thatch,814298.0,No license claimed,,,,,,No license claimed,No license claimed,,3-5,True,0.0,104.51991998330963,,,#FF9800,
19290895,https://www.airbnb.com/rooms/19290895,2020-08-31,Quaint Beacon Hill| Beautifully Charming #8 1BR,CorpGroup4,https://www.airbnb.com/users/show/814298,STR Boston,"Boston, Massachusetts, United States",Beacon Hill,,42.35788,-71.07208,Entire apartment,Entire home/apt,4,1.0,1.0,105.0,2,365,2.0,t,13,29,31,32,60,STRLH/STRBB,t,Thatch,814298.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,3-9,True,0.0,146.5056976423206,,,#9E9E9E,
