id,listing_url,last_scraped,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,cluster,centroid_group_recognized,centroid_group_change_pct_listings,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
15767124,https://www.airbnb.com/rooms/15767124,2020-08-31,Penthouse⚜Private Deck⚜Walk to MGH⚜Sanitized⚜Dogs,59234220,https://www.airbnb.com/users/show/59234220,Lara,"Boston, Massachusetts, United States",Beacon Hill,,42.3605,-71.06855999999998,Entire apartment,Entire home/apt,4,1.0,1.0,113.0,28,365,28.0,t,0,0,0,273,102,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,46-1,True,0.0,238.1012245215209,,,#FF9800,
16392095,https://www.airbnb.com/rooms/16392095,2020-08-31,⚜Walk to MGH⚜Fully Sanitized⚜Renovated,59234220,https://www.airbnb.com/users/show/59234220,Lara,"Boston, Massachusetts, United States",Beacon Hill,,42.3598,-71.06900999999998,Entire apartment,Entire home/apt,3,1.0,1.0,124.0,32,90,32.0,t,16,46,76,198,98,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,46-1,True,0.0,69.35767389849224,,,#FF9800,
18719421,https://www.airbnb.com/rooms/18719421,2020-08-31,Luxe⚜Private Patio⚜Walk MGH⚜Sanitized⚜Dogs⚜Laundry,59234220,https://www.airbnb.com/users/show/59234220,Lara,"Boston, Massachusetts, United States",Beacon Hill,,42.35964,-71.06971,Entire apartment,Entire home/apt,5,2.0,3.0,193.0,28,365,28.0,t,0,13,43,318,39,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,46-1,True,0.0,207.686743101129,,,#FF9800,
19019562,https://www.airbnb.com/rooms/19019562,2020-09-01,⚜Walk to MGH⚜ Penthouse W/ Deck⚜Laundry⚜Sanitized,59234220,https://www.airbnb.com/users/show/59234220,Lara,"Boston, Massachusetts, United States",Beacon Hill,,42.36006,-71.06755,Entire apartment,Entire home/apt,6,2.0,2.0,199.0,31,90,31.0,t,0,0,29,304,62,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,46-2,True,0.0,54.88408544942169,,,#FF9800,
21818022,https://www.airbnb.com/rooms/21818022,2020-08-31,⚜Beacon Hill Writer's Lair⚜Walk to MGH⚜Sanitized⚜,59234220,https://www.airbnb.com/users/show/59234220,Lara,"Boston, Massachusetts, United States",Beacon Hill,,42.35979,-71.06773000000003,Entire apartment,Entire home/apt,2,1.0,1.0,124.0,32,90,32.0,t,16,46,76,351,55,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,46-2,True,0.0,54.88410749005072,,,#FF9800,
26502776,https://www.airbnb.com/rooms/26502776,2020-08-31,⚜ Lux Penthouse⚜Walk to MGH⚜Sanitized⚜Laundry,59234220,https://www.airbnb.com/users/show/59234220,Lara,"Boston, Massachusetts, United States",Beacon Hill,,42.35752,-71.07121,Entire apartment,Entire home/apt,5,2.0,2.0,342.0,1,365,1.0,t,29,56,86,361,19,408973,t,,,Active,Active,46 Cedar Lane WAY 05 Boston MA 02108,Owner-Adjacent Unit,2.0,,Active,Active,238179467,,,,,,,#4CAF50,
26528105,https://www.airbnb.com/rooms/26528105,2020-08-31,⚜Ace Location⚜Luxury⚜Fully Sanitized⚜Walk to MGH,59234220,https://www.airbnb.com/users/show/59234220,Lara,"Boston, Massachusetts, United States",Beacon Hill,,42.35767,-71.06973,Entire apartment,Entire home/apt,2,1.0,2.0,149.0,32,90,32.0,t,0,28,58,242,22,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,46-3,True,0.0,124.38628928890108,,,#FF9800,
28048288,https://www.airbnb.com/rooms/28048288,2020-08-31,⚜Walk to MGH⚜Fully Sanitized⚜Ace Location⚜Laundry,59234220,https://www.airbnb.com/users/show/59234220,Lara,"Boston, Massachusetts, United States",Beacon Hill,,42.35736,-71.07055,Entire townhouse,Entire home/apt,5,2.0,3.0,195.0,28,365,28.0,t,0,13,43,318,24,Missing,t,,,No license claimed,,,,,,No license claimed,No license claimed,,46-3,True,0.0,124.38653122589253,,,#FF9800,
