id,listing_url,last_scraped,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,cluster,centroid_group_recognized,centroid_group_change_pct_listings,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
8634599,https://www.airbnb.com/rooms/8634599,2020-09-01,"Stunning suite, historic victorian",45402419,https://www.airbnb.com/users/show/45402419,Jil,"Boston, Massachusetts, United States",Jamaica Plain,,42.31063,-71.11184,Private room in guest suite,Private room,2,1.0,1.0,157.0,91,1125,91.0,t,30,60,90,365,41,413427,f,,,Expired/Void/Revoked,Void,,Limited Share Unit,2.0,,Expired/Void/Revoked,Void,,185-1,True,0.0,119.55413446645656,,,#FF5722,
8908145,https://www.airbnb.com/rooms/8908145,2020-09-01,"Elegant, spacious boudoir with fireplace.",45402419,https://www.airbnb.com/users/show/45402419,Jil,"Boston, Massachusetts, United States",Jamaica Plain,,42.31026,-71.11256999999998,Private room in guest suite,Private room,2,1.0,1.0,151.0,91,365,91.0,t,30,60,90,365,15,413427,f,,,Expired/Void/Revoked,Void,,Limited Share Unit,2.0,,Expired/Void/Revoked,Void,,185-1,True,0.0,119.55437199837536,,,#FF5722,
8923817,https://www.airbnb.com/rooms/8923817,2020-09-01,"Elegant studio,kitchn, soaking tub",45402419,https://www.airbnb.com/users/show/45402419,Jil,"Boston, Massachusetts, United States",Jamaica Plain,,42.30907,-71.11254,Entire apartment,Entire home/apt,2,1.0,1.0,146.0,91,1125,91.0,t,30,60,90,365,24,Missing,f,,,No license claimed,,,,,,No license claimed,No license claimed,,,,,,,,#FF9800,
