id,listing_url,last_scraped,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,cluster,centroid_group_recognized,centroid_group_change_pct_listings,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
36969483,https://www.airbnb.com/rooms/36969483,2020-08-31,Venn | Downtown Crossing | Warm 1-bd,277913848,https://www.airbnb.com/users/show/277913848,Venn,"Boston, Massachusetts, United States",Chinatown,,42.35205,-71.0595,Entire apartment,Entire home/apt,4,1.0,2.0,187.0,2,1125,2.0,t,0,29,59,59,38,STRES,t,,,Exempt (not verified),,,Exempt: Executive Suite,,,Exempt (not verified),Exempt (not verified): Executive Suite,,79-1,True,0.5,95.31843466501215,,,#9E9E9E,
37184809,https://www.airbnb.com/rooms/37184809,2020-08-31,Venn | Downtown Crossing | Elegant 2-bd,277913848,https://www.airbnb.com/users/show/277913848,Venn,"Boston, Massachusetts, United States",Chinatown,,42.35123,-71.06134,Entire apartment,Entire home/apt,5,2.0,3.0,261.0,3,1125,3.0,t,3,32,62,152,29,STRES,t,,,Exempt (not verified),,,Exempt: Executive Suite,,,Exempt (not verified),Exempt (not verified): Executive Suite,,,,,,,,#9E9E9E,
37835305,https://www.airbnb.com/rooms/37835305,2020-08-31,Venn | Boston Common | Modern 2BR,277913848,https://www.airbnb.com/users/show/277913848,Venn,"Boston, Massachusetts, United States",Chinatown,,42.35166,-71.05996999999998,Entire apartment,Entire home/apt,5,2.0,3.0,395.0,4,1125,4.0,t,3,32,62,152,24,STRES,t,,,Exempt (not verified),,,Exempt: Executive Suite,,,Exempt (not verified),Exempt (not verified): Executive Suite,,79-1,True,0.5,95.31856371878985,,,#9E9E9E,
39672030,https://www.airbnb.com/rooms/39672030,2020-08-31,Venn | Downtown Crossing | Charming 1-bd,277913848,https://www.airbnb.com/users/show/277913848,Venn,,Downtown,,42.35221,-71.0639,Entire apartment,Entire home/apt,4,1.0,3.0,206.0,2,1125,2.0,t,0,29,59,59,16,STRHS,t,,,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,,,,,,,#9E9E9E,
40512386,https://www.airbnb.com/rooms/40512386,2020-08-31,Venn | Downtown Crossing | Cozy 1-bed,277913848,https://www.airbnb.com/users/show/277913848,Venn,,Chinatown,,42.35187,-71.05924,Entire apartment,Entire home/apt,4,1.0,2.0,233.0,2,1125,2.0,t,0,28,58,148,13,STRHS,t,,,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,,,,,,,#9E9E9E,
42436984,https://www.airbnb.com/rooms/42436984,2020-08-31,Venn | Downtown Crossing | Tranquil 1-bd,277913848,https://www.airbnb.com/users/show/277913848,Venn,,Chinatown,,42.35136,-71.06139,Entire apartment,Entire home/apt,4,1.0,1.0,249.0,3,1125,3.0,t,29,59,89,179,1,STRHS,t,,,Exempt (not verified),,,Exempt: Hospital Stays,,,Exempt (not verified),Exempt (not verified): Hospital Stays,,,,,,,,#9E9E9E,
